allocation_mode,bandwidth_gbps,cache_hit_rate,demand_hits,demand_loads,demand_misses,demand_transfer_bytes,expert_bytes,num_experts,num_layers,oracle_gap_ms,oracle_gap_ratio,policy,prefetch_loads,prefetch_queue_depth,prefetch_transfer_bytes,prefetch_waste_count,stall_ms,stall_ms_per_input_token,stall_ms_per_token_layer_event,total_budget_fraction,total_cache_bytes,total_cache_slots,total_expert_refs,transfer_bytes,transfer_bytes_per_input_token,transfer_bytes_per_token_layer_event,waste_bytes,waste_bytes_per_input_token,window_size,workload_weighted_miss_rate,wrec_c_candidates_per_layer,wrec_c_max_slots_per_layer,wrec_c_min_slots_per_layer,wrec_c_overlap_ms,wrec_c_replan_interval,wrec_contention_penalty,wrec_cross_layer_weight,wrec_history_size,wrec_recent_weight,wrec_request_weight
global_belady,41.37220609315469,0.9450800081289319,855683,49725,49725,17519188377600.0,352321536.0,8,32,0.0,0.0,belady_oracle,0,0,0.0,0,423453.08679342264,29.93235928418906,0.9353862276309082,0.25,22548578304.0,64,905408,17519188377600.0,1238367737.159822,38698991.78624444,0.0,0.0,0,0.05491999187106807,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.8366659008977169,757524,147884,147884,52102718029824.0,352321536.0,8,32,835912.1477437017,0.6637567282464634,wrec_h2,0,0,0.0,0,1259365.2345371244,89.01995013339396,2.7818734416685613,0.25,22548578304.0,64,905408,52102718029824.0,3682951723.3211284,115092241.35378526,0.0,0.0,0,0.16333409910228316,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
none,41.37220609315469,0.0,0,905408,905408,318994737266688.0,352321536.0,8,32,7358963.182182311,0.9544249664239768,on_demand,0,0,0.0,0,7710363.246002196,545.0175476074218,17.03179836273193,0.375,33822867456.0,96,905408,318994737266688.0,22548578304.0,704643072.0,0.0,0.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.4499109793595815,407353,498055,498055,175475502612480.0,352321536.0,8,32,3889986.1029553413,0.9171497123811627,lru,0,0,0.0,0,4241386.166775227,299.80816899520937,9.369005281100293,0.375,33822867456.0,96,905408,175475502612480.0,12403725356.081148,387616417.3775359,0.0,0.0,0,0.5500890206404184,,,,,,0.0,0.0,0,0.0,0.0
global_static_hot,41.37220609315469,0.4456200961334559,403468,501940,501940,176844271779840.0,352321536.0,8,32,3923070.371274947,0.9177909710323943,static_hot,0,0,0.0,0,4274470.435094832,302.14677564818214,9.442086739005692,0.375,33822867456.0,96,905408,176844271779840.0,12500478672.498762,390639958.5155863,0.0,0.0,0,0.5543799038665441,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.5954188608892345,539097,366311,366311,129059254173696.0,352321536.0,8,32,2768067.481205463,0.887352550155469,route_window_prefetch,771484,1,271810427879424.0,395317,3119467.545025348,220.5038202463666,6.890744382698956,0.375,33822867456.0,96,905408,400869682053120.0,28336020502.800594,885500640.7125186,139278692646912.0,9845104449.488373,4,0.40458113911076554,,,,,,0.0,0.0,0,0.0,0.0
global_belady,41.37220609315469,0.9544249664239768,864144,41264,41264,14538195861504.0,352321536.0,8,32,0.0,0.0,belady_oracle,0,0,0.0,0,351400.0638198852,24.839193031730062,0.7762247822415644,0.375,33822867456.0,96,905408,14538195861504.0,1027652213.2963879,32114131.665512122,0.0,0.0,0,0.04557503357602319,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.892005593058599,807629,97779,97779,34449647468544.0,352321536.0,8,32,481276.04223489756,0.5779870933431513,wrec_h2,0,0,0.0,0,832676.1060547828,58.858846826520306,1.8393389633287596,0.375,33822867456.0,96,905408,34449647468544.0,2435120341.3122215,76097510.66600692,0.0,0.0,0,0.107994406941401,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
none,41.37220609315469,0.0,0,905408,905408,318994737266688.0,352321536.0,8,32,7430999.173357486,0.963767715770128,on_demand,0,0,0.0,0,7710363.246002196,545.0175476074218,17.03179836273193,0.5,45097156608.0,128,905408,318994737266688.0,22548578304.0,704643072.0,0.0,0.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.5810485438608892,526086,379322,379322,133643309678592.0,352321536.0,8,32,2950903.8366293903,0.9135167483035521,lru,0,0,0.0,0,3230267.909274101,228.3358951914965,7.135496724734265,0.5,45097156608.0,128,905408,133643309678592.0,9446759714.32756,295211241.07273626,0.0,0.0,0,0.4189514561391108,,,,,,0.0,0.0,0,0.0,0.0
global_static_hot,41.37220609315469,0.5724778221531067,518326,387082,387082,136377324797952.0,352321536.0,8,32,3016987.21427679,0.9152505153946708,static_hot,0,0,0.0,0,3296351.2869215007,233.00708891789785,7.281471528684308,0.5,45097156608.0,128,905408,136377324797952.0,9640017303.877289,301250540.7461653,0.0,0.0,0,0.42752217784689334,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.7414734572700926,671336,234072,234072,82468606574592.0,352321536.0,8,32,1713969.4805359838,0.859850815133805,route_window_prefetch,575819,1,202873434537984.0,264013,1993333.5531806943,140.90150231007948,4.403171947189984,0.5,45097156608.0,128,905408,285342041112576.0,20169791553.86838,630305986.0583869,93017465683968.0,6575066493.529936,4,0.2585265427299074,,,,,,0.0,0.0,0,0.0,0.0
global_belady,41.37220609315469,0.963767715770128,872603,32805,32805,11557907988480.0,352321536.0,8,32,0.0,0.0,belady_oracle,0,0,0.0,0,279364.07264471054,19.747230695179937,0.617100959224373,0.5,45097156608.0,128,905408,11557907988480.0,816986498.0900544,25530828.0653142,0.0,0.0,0,0.036232284229872055,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.9220804322471196,834859,70549,70549,24855932043264.0,352321536.0,8,32,321424.09870147693,0.5350040397454251,wrec_h2,0,0,0.0,0,600788.1713461875,42.46753172730526,1.3271103664782893,0.5,45097156608.0,128,905408,24855932043264.0,1756975474.8896587,54905483.590301834,0.0,0.0,0,0.07791956775288048,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
none,41.37220609315469,0.0,0,905408,905408,318994737266688.0,352321536.0,8,32,7574764.583337306,0.9824134533823425,on_demand,0,0,0.0,0,7710363.246002196,545.0175476074218,17.03179836273193,0.75,67645734912.0,192,905408,318994737266688.0,22548578304.0,704643072.0,0.0,0.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.8118616137697038,735066,170342,170342,60015155085312.0,352321536.0,8,32,1315016.635687351,0.9065233471486773,lru,0,0,0.0,0,1450615.2983522413,102.53872187405395,3.204335058564186,0.75,67645734912.0,192,905408,60015155085312.0,4242253133.9020286,132570410.43443839,0.0,0.0,0,0.1881383862302962,,,,,,0.0,0.0,0,0.0,0.0
global_static_hot,41.37220609315469,0.8074923128578497,731110,174298,174298,61408939081728.0,352321536.0,8,32,1348705.5328488348,0.908644964371364,static_hot,0,0,0.0,0,1484304.195513725,104.92006754179155,3.278752110680986,0.75,67645734912.0,192,905408,61408939081728.0,4340774657.646709,135649208.05145967,0.0,0.0,0,0.19250768714215027,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.9393864423552697,850528,54880,54880,19335405895680.0,352321536.0,8,32,331753.88440847397,0.7098578717201167,route_window_prefetch,209949,1,73969554161664.0,15962,467352.5470733642,33.03545253929202,1.0323578918528755,0.75,67645734912.0,192,905408,93304960057344.0,6595388425.626918,206105888.30084118,5623756357632.0,397522892.3186541,4,0.06061355764473033,,,,,,0.0,0.0,0,0.0,0.0
global_belady,41.37220609315469,0.9824134533823425,889485,15923,15923,5610015817728.0,352321536.0,8,32,0.0,0.0,belady_oracle,0,0,0.0,0,135598.66266489026,9.584976508439263,0.299530515888727,0.75,67645734912.0,192,905408,5610015817728.0,396551623.50519544,12392238.234537357,0.0,0.0,0,0.017586546617657454,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.9534673870785325,863277,42131,42131,14843658633216.0,352321536.0,8,32,223184.6857452393,0.6220597659680521,wrec_h2,0,0,0.0,0,358783.34841012955,25.36109057822362,0.7925340805694882,0.75,67645734912.0,192,905408,14843658633216.0,1049244266.149431,32788883.31716972,0.0,0.0,0,0.04653261292146745,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
