allocation_mode,bandwidth_gbps,cache_hit_rate,demand_hits,demand_loads,demand_misses,demand_transfer_bytes,expert_bytes,gain_vs_lru,history_size,lru_stall_ms_per_input_token,num_experts,num_layers,policy,prefetch_loads,prefetch_queue_depth,prefetch_transfer_bytes,prefetch_waste_count,saved_ms_per_input_token_vs_lru,score_mode,stall_ms,stall_ms_per_input_token,stall_ms_per_token_layer_event,suite,total_budget_fraction,total_cache_bytes,total_cache_slots,total_expert_refs,transfer_bytes,transfer_bytes_per_input_token,transfer_bytes_per_token_layer_event,variant,waste_bytes,waste_bytes_per_input_token,window_size,workload_weighted_miss_rate,wrec_c_candidates_per_layer,wrec_c_max_slots_per_layer,wrec_c_min_slots_per_layer,wrec_c_overlap_ms,wrec_c_replan_interval,wrec_contention_penalty,wrec_cross_layer_weight,wrec_history_size,wrec_recent_weight,wrec_request_weight
global_wrec_adaptive,41.37220609315469,0.9220804322471196,834859,70549,70549,24855932043264.0,352321536.0,0.814012896694629,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,185.86836346419125,full,600788.1713461875,42.46753172730526,1.3271103664782893,ablation,0.5,45097156608.0,128,905408,24855932043264.0,1756975474.8896587,54905483.590301834,no_recent_signal,0.0,0.0,0,0.07791956775288048,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8031892804128083,727214,178194,178194,62781583785984.0,352321536.0,0.7159634852549481,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,270.38085243478974,full,1517482.1387243269,107.26529573226316,3.3520404916332236,ablation,0.25,22548578304.0,64,905408,62781583785984.0,4437801921.678377,138681310.0524493,no_request_signal,0.0,0.0,0,0.19681071958719162,0,0,0,0.0,0,0.0,1024.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.8851954036191418,801463,103945,103945,36622062059520.0,352321536.0,0.7912981498027326,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,237.23764942165417,full,885185.1404070853,62.570519573555195,1.9553287366735999,ablation,0.375,33822867456.0,96,905408,36622062059520.0,2588680431.1528945,80896263.47352795,no_request_signal,0.0,0.0,0,0.11480459638085813,0,0,0,0.0,0,0.0,1024.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.9262122711528946,838600,66808,66808,23537897177088.0,352321536.0,0.8238752300156595,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,188.1202881717257,full,568930.1925086975,40.2156070197708,1.2567377193678375,ablation,0.5,45097156608.0,128,905408,23537897177088.0,1663808381.7832756,51994011.93072736,no_request_signal,0.0,0.0,0,0.0737877288471054,0,0,0,0.0,0,0.0,1024.0,8,512.0,0.0
global_wrec_adaptive,41.37220609315469,0.7498630451685869,678932,226476,226476,79792372187136.0,352321536.0,0.6390032564878707,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,241.31711847884773,full,1928646.7829990385,136.32902968820517,4.2602821777564115,ablation,0.25,22548578304.0,64,905408,79792372187136.0,5640232712.740228,176257272.27313212,no_cross_layer_signal,0.0,0.0,0,0.250136954831413,0,0,0,0.0,0,0.0,0.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8331139110765533,754308,151100,151100,53235784089600.0,352321536.0,0.6966198512212508,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,208.85232208035836,full,1286752.3663043974,90.95584691485102,2.8423702160890945,ablation,0.375,33822867456.0,96,905408,53235784089600.0,3763044043.9386444,117595126.37308264,no_cross_layer_signal,0.0,0.0,0,0.16688608892344667,0,0,0,0.0,0,0.0,0.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.8829732010320209,799451,105957,105957,37330932989952.0,352321536.0,0.7206674013107598,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,164.55423621362178,full,902319.1295599936,63.78165897787472,1.993176843058585,ablation,0.5,45097156608.0,128,905408,37330932989952.0,2638787940.1959424,82462123.1311232,no_cross_layer_signal,0.0,0.0,0,0.11702679896797907,0,0,0,0.0,0,0.0,0.0,8,512.0,1024.0
global_wrec_adaptive,41.37220609315469,0.3106676768926274,281281,624127,624127,219893383299072.0,352321536.0,0.005158098262090878,8,377.6461481670529,8,32,wrec_h2,0,0,0.0,0,1.94793594054579,full,5315002.608368396,375.6982122265071,11.740569132078347,ablation,0.25,22548578304.0,64,905408,219893383299072.0,15543463865.06482,485733245.7832756,train_window_only,0.0,0.0,0,0.6893323231073726,0,0,0,0.0,0,0.0,0.0,8,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.44467024810913974,402608,502800,502800,177147268300800.0,352321536.0,-0.009527060264428261,8,299.80816899520937,8,32,wrec_h2,0,0,0.0,0,-2.8562904937852522,full,4281794.108390807,302.6644594889946,9.458264359031082,ablation,0.375,33822867456.0,96,905408,177147268300800.0,12521896395.051954,391309262.3453736,train_window_only,0.0,0.0,0,0.5553297518908602,0,0,0,0.0,0,0.0,0.0,8,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.5712286615536863,517195,388213,388213,136775800455168.0,352321536.0,-0.023439188868560206,8,228.3358951914965,8,32,wrec_h2,0,0,0.0,0,-5.352008172865254,full,3305982.7688956256,233.68790336436174,7.3027469801363045,ablation,0.5,45097156608.0,128,905408,136775800455168.0,9668184099.46759,302130753.1083622,train_window_only,0.0,0.0,0,0.4287713384463137,0,0,0,0.0,0,0.0,0.0,8,0.0,0.0
