bandwidth_gbps,cache_capacity_per_layer,cache_hit_rate,demand_hits,demand_loads,demand_misses,demand_transfer_bytes,expert_bytes,num_experts,oracle_gap_ms,oracle_gap_ratio,policy,prefetch_loads,prefetch_queue_depth,prefetch_transfer_bytes,prefetch_waste_count,stall_ms,stall_ms_per_input_token,stall_ms_per_token_layer_event,total_expert_refs,transfer_bytes,transfer_bytes_per_input_token,transfer_bytes_per_token_layer_event,waste_bytes,window_size,workload_weighted_miss_rate
16.0,4,0.0,0,214208,214208,75470091583488.0,352321536.0,8,,,on_demand,0,0,0.0,0,4716880.723968,1409.2861440000001,44.040192000000005,214208,75470091583488.0,22548578304.0,704643072.0,0.0,0,1.0
16.0,4,0.5854963400059755,125418,88790,88790,31282629181440.0,352321536.0,8,,,lru,0,0,0.0,0,1955164.32384,584.1542646668659,18.254820770839558,214208,31282629181440.0,9346468234.669853,292077132.3334329,0.0,0,0.4145036599940245
16.0,4,0.5787458918434419,123972,90236,90236,31792086122496.0,352321536.0,8,,,static_hot,0,0,0.0,0,1987005.3826559999,593.6675777281147,18.552111804003584,214208,31792086122496.0,9498681243.649836,296833788.86405736,0.0,0,0.4212541081565581
16.0,4,0.7601676874813266,162834,51374,51374,18100166590464.0,352321536.0,8,,,belady_oracle,0,0,0.0,0,1131260.411904,337.99235491604423,10.562261091126382,214208,18100166590464.0,5407877678.656708,168996177.45802212,0.0,0,0.23983231251867343
16.0,4,0.6625476172691963,141923,72285,72285,25467562229760.0,352321536.0,8,,,route_window_prefetch,309390,2,109004760023040.0,208646,1591722.63936,475.56696724230653,14.86146772632208,214208,134472322252800.0,40176971094.35315,1255530346.698536,73510479200256.0,8,0.3374523827308037
16.0,2,0.0,0,214208,214208,75470091583488.0,352321536.0,8,2152464.384,0.45633216313116226,on_demand,0,0,0.0,0,4716880.723968,1409.2861440000001,44.040192000000005,214208,75470091583488.0,22548578304.0,704643072.0,0.0,0,1.0
16.0,2,0.3100771213026591,66421,147787,147787,52068542840832.0,352321536.0,8,689867.5875840001,0.21198752258317716,lru,0,0,0.0,0,3254283.927552,972.2987533767554,30.384336043023605,214208,52068542840832.0,15556780054.028086,486149376.6883777,0.0,0,0.6899228786973409
16.0,2,0.3131022184045414,67069,147139,147139,51840238485504.0,352321536.0,8,675598.565376,0.2085171164681016,static_hot,0,0,0.0,0,3240014.905344,968.0355259468181,30.251110185838066,214208,51840238485504.0,15488568415.149088,484017762.973409,0.0,0,0.6868977815954587
16.0,2,0.45633216313116226,97750,116458,116458,41030661439488.0,352321536.0,8,0.0,0.0,belady_oracle,0,0,0.0,0,2564416.339968,766.1835494377054,23.943235919928295,214208,41030661439488.0,12258936791.003286,383091774.7188527,0.0,0,0.5436678368688378
16.0,2,0.3921282118314909,83997,130211,130211,45876139524096.0,352321536.0,8,302842.38028799975,0.10562087688444133,route_window_prefetch,413175,2,145570450636800.0,330075,2867258.720256,856.665288394383,26.770790262324468,214208,191446590160896.0,57199459265.28115,1787483102.040036,116292530995200.0,8,0.6078717881685091
16.0,4,0.0,0,214208,214208,75470091583488.0,352321536.0,8,3585620.3120640004,0.7601676874813266,on_demand,0,0,0.0,0,4716880.723968,1409.2861440000001,44.040192000000005,214208,75470091583488.0,22548578304.0,704643072.0,0.0,0,1.0
16.0,4,0.5854963400059755,125418,88790,88790,31282629181440.0,352321536.0,8,823903.911936,0.4213988061718662,lru,0,0,0.0,0,1955164.32384,584.1542646668659,18.254820770839558,214208,31282629181440.0,9346468234.669853,292077132.3334329,0.0,0,0.4145036599940245
16.0,4,0.5787458918434419,123972,90236,90236,31792086122496.0,352321536.0,8,855744.9707519999,0.43067068575734735,static_hot,0,0,0.0,0,1987005.3826559999,593.6675777281147,18.552111804003584,214208,31792086122496.0,9498681243.649836,296833788.86405736,0.0,0,0.4212541081565581
16.0,4,0.7601676874813266,162834,51374,51374,18100166590464.0,352321536.0,8,0.0,0.0,belady_oracle,0,0,0.0,0,1131260.411904,337.99235491604423,10.562261091126382,214208,18100166590464.0,5407877678.656708,168996177.45802212,0.0,0,0.23983231251867343
16.0,4,0.6625476172691963,141923,72285,72285,25467562229760.0,352321536.0,8,460462.22745599994,0.28928546724770005,route_window_prefetch,309390,2,109004760023040.0,208646,1591722.63936,475.56696724230653,14.86146772632208,214208,134472322252800.0,40176971094.35315,1255530346.698536,73510479200256.0,8,0.3374523827308037
