allocation_mode,bandwidth_gbps,cache_hit_rate,demand_hits,demand_loads,demand_misses,demand_transfer_bytes,expert_bytes,num_experts,num_layers,oracle_gap_ms,oracle_gap_ratio,policy,prefetch_loads,prefetch_queue_depth,prefetch_transfer_bytes,prefetch_waste_count,stall_ms,stall_ms_per_input_token,stall_ms_per_token_layer_event,total_budget_fraction,total_cache_bytes,total_cache_slots,total_expert_refs,transfer_bytes,transfer_bytes_per_input_token,transfer_bytes_per_token_layer_event,waste_bytes,waste_bytes_per_input_token,window_size,workload_weighted_miss_rate,wrec_c_candidates_per_layer,wrec_c_max_slots_per_layer,wrec_c_min_slots_per_layer,wrec_c_overlap_ms,wrec_c_replan_interval,wrec_contention_penalty,wrec_cross_layer_weight,wrec_history_size,wrec_recent_weight,wrec_request_weight
global_static_hot,41.37220609315469,0.5724678818830847,518317,387091,387091,136380495691776.0,352321536.0,8,32,3017089.4050669665,0.9152602359651865,static_hot,0,0,0.0,0,3296427.930014133,233.01250653948773,7.281640829358992,0.5,45097156608.0,128,905408,136380495691776.0,9640241442.83424,301257545.08857,0.0,0.0,0,0.42753211811691527,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.74146020357673,671324,234084,234084,82472834433024.0,352321536.0,8,32,1714097.219023704,0.8598708156046547,route_window_prefetch,575850,1,202884356505600.0,264027,1993435.7439708705,140.90872580553267,4.403397681422896,0.5,45097156608.0,128,905408,285357190938624.0,20170862439.99604,630339451.2498763,93022398185472.0,6575415154.129639,4,0.25853979642326996,,,,,,0.0,0.0,0,0.0,0.0
global_belady,41.37220609315469,0.9637710291934686,872606,32802,32802,11556851023872.0,352321536.0,8,32,0.0,0.0,belady_oracle,0,0,0.0,0,279338.5249471664,19.745424821316632,0.6170445256661448,0.5,45097156608.0,128,905408,11556851023872.0,816911785.1044037,25528493.284512617,0.0,0.0,0,0.03622897080653142,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.9219556266346222,834746,70662,70662,24895744376832.0,352321536.0,8,32,322411.94300651556,0.5357900993461834,wrec_h2,0,0,0.0,0,601750.467953682,42.53555297615621,1.3292360305048816,0.5,45097156608.0,128,905408,24895744376832.0,1759789664.0158339,54993427.00049481,0.0,0.0,0,0.07804437336537783,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
none,41.37220609315469,0.0,0,905408,905408,318994737266688.0,352321536.0,8,32,7574764.583337306,0.9824134533823425,on_demand,0,0,0.0,0,7710363.246002196,545.0175476074218,17.03179836273193,0.75,67645734912.0,192,905408,318994737266688.0,22548578304.0,704643072.0,0.0,0.0,0,1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.8119632254188167,735158,170250,170250,59982741504000.0,352321536.0,8,32,1314233.1729626653,0.9064728340675478,lru,0,0,0.0,0,1449831.8356275556,102.4833417422461,3.2026044294451905,0.75,67645734912.0,192,905408,59982741504000.0,4239961935.6754084,132498810.48985651,0.0,0.0,0,0.18803677458118329,,,,,,0.0,0.0,0,0.0,0.0
global_static_hot,41.37220609315469,0.8074867904856153,731105,174303,174303,61410700689408.0,352321536.0,8,32,1348748.1123447416,0.90864758495264,static_hot,0,0,0.0,0,1484346.7750096319,104.92307733156372,3.278846166611366,0.75,67645734912.0,192,905408,61410700689408.0,4340899179.289461,135653099.35279566,0.0,0.0,0,0.19251320951438466,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.9394902629532763,850622,54786,54786,19302287671296.0,352321536.0,8,32,330953.38988542557,0.7093600554886286,route_window_prefetch,209822,1,73924809326592.0,15926,466552.0525503158,32.978868491575305,1.0305896403617283,0.75,67645734912.0,192,905408,93227096997888.0,6589884569.017318,205933892.78179118,5611072782336.0,396626336.4908461,4,0.06050973704672369,,,,,,0.0,0.0,0,0.0,0.0
global_belady,41.37220609315469,0.9824134533823425,889485,15923,15923,5610015817728.0,352321536.0,8,32,0.0,0.0,belady_oracle,0,0,0.0,0,135598.66266489026,9.584976508439263,0.299530515888727,0.75,67645734912.0,192,905408,5610015817728.0,396551623.50519544,12392238.234537357,0.0,0.0,0,0.017586546617657454,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0
global_wrec_adaptive,41.37220609315469,0.9535192973775358,863324,42084,42084,14827099521024.0,352321536.0,8,32,222784.43848371503,0.6216376770268986,wrec_h2,0,0,0.0,0,358383.1011486053,25.332798554365258,0.7916499548239143,0.75,67645734912.0,192,905408,14827099521024.0,1048073762.7075706,32752305.08461158,0.0,0.0,0,0.04648070262246413,0,0,0,0.0,0,0.0,1024.0,8,0.0,1024.0
